"LOJA","NM_LOJA","DT_VENDA","MES_VENDA","ANO_VENDA","SKU","SKU_DESC","CLIENTE","CEP","VENDA"
45,"São Bernardo","2019-05-21",5,2019,14972140930000,"CIMENTO CPII F32 50KG CSN","7266367XXXXXXXXXXXXX",9811460,10.03
32,"São Leopoldo","2020-05-23",5,2020,14793516200000,"PORC ESM AC BOLD INT 60X60 MARMORE CR M2","5367727XXXXXXXXXXXXX",93220690,178.38
41,"Anália Franco","2020-05-26",5,2020,14755407500000,"Parafuso TA 25 chapa perfil cx1000 knauf","2X1492X5XXXXXXXXXXXX",3379080,0.17
28,"Brasilia Norte","2019-05-10",5,2019,14914526230000," REV AC RET INT 42,4X86,5 MARE WHITE M2","1459X334XXXXXXXXXXXX",71680150,42.67
35,"Curitiba Atuba","2019-05-03",5,2019,14997144143000,"REV BR BOLD INT 33X57 HD52101 LAMINA M2","95745414XXXXXXXXXXXX",83407000,3.92
5,"Raposo Tavares","2019-05-13",5,2019,14907514750000,"REV BR BOLD INT 33X57 PATCHW HD52496 M2","3967737XXXXXXXXXXXXX",5566010,8.76
5,"Raposo Tavares","2020-05-15",5,2020,14952500200000,"Conj 4x2 1inter simpl 10a br Inovapro","6X46314XXXXXXXXXXXXX",4023001,2.28
5,"Raposo Tavares","2019-05-31",5,2019,14961437620000,"Cesto bambu nat22X16X12cm nature","5735392XXXXXXXXXXXXX",5848030,7.11
5,"Raposo Tavares","2019-05-08",5,2019,14921047100000,"CHURR LAZER COIFA PROLONG","61442794XXXXXXXXXXXX",6765050,123.74
5,"Raposo Tavares","2020-05-10",5,2020,14927464000000,"PORC POL RET INT60X120 BIANCO CARRARA M2","1414797422XXXXXXXXXX",6172006,110.17
2,"Ribeirão Preto","2019-05-05",5,2019,14914351650000,"BLOCO CERAMICO VEDAÇÃO 11,5x14x24cm","22146726XXXXXXXXXXXX",14150000,74.14
2,"Ribeirão Preto","2020-05-08",5,2020,14941425330000,"Banqueta abs viena ajustável preta","1453514356XXXXXXXXXX",14060673,35.02
3,"Campinas D. Pedro","2020-05-14",5,2020,14937122600000,"PISO BR INT 61X61 BRUMA M2 ART","4941452XXXXXXXXXXXXX",13273220,41.07
3,"Campinas D. Pedro","2019-05-24",5,2019,14144975910000,"Pia Granito 100X55 Cbc 11 Pt Sg Pop","141469743XXXXXXXXXXX",13075380,58.17
3,"Campinas D. Pedro","2019-05-25",5,2019,14901444010000,"ARG PISO/PISO INT/EXT BCO 20KG VOT","4527794XXXXXXXXXXXXX",13087723,3.68
3,"Campinas D. Pedro","2020-05-05",5,2020,14956237500000,"REV AC RET INT 43,2X91 SOIE EVIAN M2","14X726729XXXXXXXXXXX",13280000,224.53
58,"Marginal Tietê 2","2020-05-18",5,2020,14914515660000,"Areia Media lavada 20 kg","3323743XXXXXXXXXXXXX",2812200,15.09
58,"Marginal Tietê 2","2019-05-02",5,2019,14970591000000,"ESPACADOR NIVELADOR 1,5MM DIAMOND","146X7777XXXXXXXXXXXX",1137010,-6.2
58,"Marginal Tietê 2","2020-05-08",5,2020,14763541450000,"Rodape poli 451 liso bco 240x7cm","147X149XXXXXXXXXXXXX",1242001,-107.97
58,"Marginal Tietê 2","2019-05-23",5,2019,14967230300000,"Poltrona Resina Safira Marrom","1414577236XXXXXXXXXX",2475001,90.33
58,"Marginal Tietê 2","2019-05-16",5,2019,14142070350000,"Massa corrida poliplast 27kg","1434793147XXXXXXXXXX",1256030,5.05
58,"Marginal Tietê 2","2020-05-08",5,2020,14952771410000,"SERRA SABRE 850W NC850RS 220V DEXTER","61497743XXXXXXXXXXXX",2013002,49.24
15,"São José Campos","2019-05-10",5,2019,14141362510000,"Joelho 90 azul 25mmx1/2-plastilit","5947935XXXXXXXXXXXXX",12246000,3.93
15,"São José Campos","2020-05-12",5,2020,14936149440000,"CIMENTO CPII 32 TODAS AS OBRA 50KG VOT","271496X2XXXXXXXXXXXX",12234550,4.81
15,"São José Campos","2020-05-22",5,2020,14931000400000,"CIMENTO CP II E 32 50KG TUPI","5144914XXXXXXXXXXXXX",12312190,5.4
15,"São José Campos","2019-05-17",5,2019,14932370300000,"Anel vedação universal c/guia-roca","14X767422XXXXXXXXXXX",12236489,0.06
34,"São José do Rio Preto","2020-05-07",5,2020,90243930000000,"BL CERAM VED 09X19X19 8FR","14X722737XXXXXXXXXXX",15084190,17.8
34,"São José do Rio Preto","2019-05-16",5,2019,14926414400000,"BL VIDRO INC OND  19X19X8CM SEVES","14X9146426XXXXXXXXXX",15330000,99.84
57,"Vitoria","2020-06-24",6,2020,14914707950000,"REV BR RET INT 31X56 ISABELA PLUS M2 ART","145523959XXXXXXXXXXX",29149516,35.87
17,"Bangu","2019-06-23",6,2019,14937993400000,"PAST MESC VID PEDR MT704 BG 30X30 PC","143524557XXXXXXXXXXX",22725442,-24.41
17,"Bangu","2020-06-08",6,2020,90215147400000,"PORC ES PO RET INT71X71 LPTR71050 M2 ART","1455679X14XXXXXXXXXX",21730040,42.7
49,"Natal","2019-06-26",6,2019,14953090300000,"AXTON ARG EXTERNO ACII- 15KG","9142X975XXXXXXXXXXXX",59092170,13.56
49,"Natal","2019-06-05",6,2019,14914411360000,"PTA GIRO BAS BCO VD LISO 210X80D","77144293XXXXXXXXXXXX",59078160,94.69
20,"BH Sul","2019-06-08",6,2019,14954625400000,"Cort Veneza CZ escuro 2,60x1,80m","14314914X69XXXXXXXXX",35460000,1.58
50,"Maceio","2020-06-29",6,2020,14997796500000,"PONTALETE DE PINUS 70x70x2000mm","1457149X79XXXXXXXXXX",57042700,15.89
18,"Goiania","2020-06-09",6,2020,14797101460000,"ARG PORCELANATO INT CINZA 20KG VOT","32145X64XXXXXXXXXXXX",74673200,0.33
12,"Morumbi","2020-06-06",6,2020,14924709500000,"BLOCO CERÂMICO VEDAÇÃO 11,5X14X24","14556X725XXXXXXXXXXX",5675020,23.57
12,"Morumbi","2019-06-29",6,2019,14950111410000,"Porta Toalha 300mm Liv Cromado Deca","43X67414XXXXXXXXXXXX",1426002,101.14
21,"Niteroi","2020-06-21",6,2020,90622145400000,"REV BR BOLD INT 33X57 52067/52500 M2","326514414XXXXXXXXXXX",24110498,9.84
21,"Niteroi","2020-06-03",6,2020,14979211450000,"Caixa Acopl Eco/Azale/Acess Br 3/6L Roca","14554X559XXXXXXXXXXX",24440710,29.51
21,"Niteroi","2020-06-08",6,2020,90622665000000,"PISO AC INT 60X60 ESNA MATE 61/1016 M2","257X76XXXXXXXXXXXXXX",24130309,56.61
36,"BH Norte","2020-06-07",6,2020,90407744000000,"CPIII 40 RS 50 KG CAUÊ","27747X4XXXXXXXXXXXXX",31980180,10.02
36,"BH Norte","2020-06-27",6,2020,14141550110000,"REV BR BOLD INT 32,1X57 ISABELA PLUS M2","1457X9747XXXXXXXXXXX",31846320,36.09
36,"BH Norte","2020-06-05",6,2020,14990999500000,"REV BR BOLD INT 32X54 6029 M2","79541496XXXXXXXXXXXX",31920460,16.92
4,"Contagem","2019-06-10",6,2019,14937121200000,"PISO BR INT 61X61 MONTREAL M2 ART","24566X14XXXXXXXXXXXX",32141064,7.31
4,"Contagem","2020-06-11",6,2020,14914574530000,"JANELA DE CORRER 2FLSBRVL 100X120CM MGM","3932239XXXXXXXXXXXXX",30516350,56.66
4,"Contagem","2020-06-15",6,2020,14922979100000,"ARGAMASSA COLANTE ACIII MG","77776X7XXXXXXXXXXXXX",32110250,2.42
9,"Curitiba","2020-06-11",6,2020,14965073600000,"BATENTE SALIGNA 3x215x14xcm ARTENS","1439X71414XXXXXXXXXX",82960020,1.88
42,"Jaguaré","2019-06-05",6,2019,14936461100000,"CIMENTO CPII Z32 TODAS AS OBRAS 25KG VOT","147325147XXXXXXXXXXX",5336040,1.22
38,"Fortaleza","2019-07-04",7,2019,14990142660000,"PISO BR INT 60X60 ALASKA WHITE M2","37436XXXXXXXXXXXXXXX",61760000,13.61
39,"São José","2020-07-19",7,2020,90323100000000,"ROD CHP 55KG SL 2 C/FR 2 S/FR 75MM IN 4U","145X99669XXXXXXXXXXX",88015640,2.58
41,"Anália Franco","2019-07-13",7,2019,14967147010000,"PORC ESM PO RET INT59X118,2 ONIX CRIS.M2","1427X44XXXXXXXXXXXXX",1524010,-38.66
42,"Jaguaré","2020-07-03",7,2020,14973794200000,"TINTA P/ REJUNTE ZAPT BRANCO 200ML FORT","266X79XXXXXXXXXXXXXX",1249040,4.29
44,"Campo Grande","2020-07-31",7,2020,14933539300000,"Vaso Sanit P/Cx Vert Parati Br Logasa","145952236XXXXXXXXXXX",79065360,1.74
44,"Campo Grande","2020-07-10",7,2020,14975072400000,"PLACA GESSO BRANCA 1,20X1,80X12,5MM","1414274654XXXXXXXXXX",79090294,42.51
45,"São Bernardo","2020-07-03",7,2020,14949920000000,"Gab Rennes L80xP45cm Br Venturi","61449632XXXXXXXXXXXX",9090760,67.91
45,"São Bernardo","2020-07-01",7,2020,90646114500000,"PISO AC EXT 25X25 STONE GRAY M2","14673XXXXXXXXXXXXXXX",6786300,167.44
45,"São Bernardo","2019-07-01",7,2019,14936149440000,"CIMENTO CPII 32 TODAS AS OBRA 50KG VOT","7X75X79XXXXXXXXXXXXX",9761050,3.06
45,"São Bernardo","2019-07-16",7,2019,14514196145000,"Calha mold galv 3m cort28 -cfort","143637937XXXXXXXXXXX",9791240,5.26
45,"São Bernardo","2019-07-12",7,2019,14997771300000,"PISO BR INT 43X43 VSP004 M2","71446462XXXXXXXXXXXX",9695100,4.88
46,"Tamboré","2020-07-14",7,2020,14959449100000,"Espe Flex L65xA77 cm Br Fabribam","145679277XXXXXXXXXXX",6325090,9.11
46,"Tamboré","2019-07-21",7,2019,14929616500000,"ARG ACI CZ 20KG AXTON","1436521443XXXXXXXXXX",6184060,13.66
49,"Natal","2020-07-13",7,2020,14945097000000,"CALHA MOLDURA 28X3M MARROM","145722XX9XXXXXXXXXXX",59147070,39.92
50,"Maceio","2019-07-04",7,2019,14963311400000,"REV BR BOLD INT 10X20 BRANCO M2 ART","1436X6224XXXXXXXXXXX",57036380,24.08
50,"Maceio","2019-07-22",7,2019,90120254000000,"REV BR INT 32X57 SCALENO WOOD M2","143656773XXXXXXXXXXX",57038520,16.06
50,"Maceio","2020-07-07",7,2020,14926607200000,"CARRINHO DE MÃO 65I AÇO TRAMONTINA","145676363XXXXXXXXXXX",57160000,19.74
50,"Maceio","2020-07-27",7,2020,14971514710000,"ESPAGUETE TERMO RETRATIL DNI 5106 6MM","1437696X6XXXXXXXXXXX",57022150,2.06
55,"Taubaté","2020-07-17",7,2020,14923326300000,"Colorante bo azul 0,9l","1435X72X3XXXXXXXXXXX",23970000,15.31
55,"Taubaté","2020-07-21",7,2020,14929616500000,"ARG ACI CZ 20KG AXTON","2475664XXXXXXXXXXXXX",12460000,31.98
58,"Marginal Tietê 2","2020-07-06",7,2020,14922631420000,"Folhagem pick flor mini pq verde","94X4399XXXXXXXXXXXXX",1144010,3.86
58,"Marginal Tietê 2","2020-07-29",7,2020,90251403500000,"Desumid secar original lavanda 180g","5539X142XXXXXXXXXXXX",5447130,4.28
58,"Marginal Tietê 2","2020-07-02",7,2020,14936461100000,"CIMENTO CPII Z32 TODAS AS OBRAS 25KG VOT","67145726XXXXXXXXXXXX",5005000,17.86
58,"Marginal Tietê 2","2020-07-30",7,2020,90646241000000,"REV AC RET INT 30X54 BRENS CORAL M2","145797X37XXXXXXXXXXX",8215000,11.21
58,"Marginal Tietê 2","2020-07-31",7,2020,14929616500000,"ARG ACI CZ 20KG AXTON","6X1414X47XXXXXXXXXXX",2327010,2
58,"Marginal Tietê 2","2020-07-13",7,2020,14997514020000,"Kit Vaso Sanit C/Cx 3/6L Vert Raven Br","14677377XXXXXXXXXXXX",5057100,-14.63
1,"Interlagos","2020-08-14",8,2020,14914090550000,"Painel LED Sob Quad 18+6wL.A.BR inspire","143434X7XXXXXXXXXXXX",5782360,18.88
1,"Interlagos","2019-08-17",8,2019,14927955400000,"TABICA LISA PINTADA 4048 3M knauf","27531479XXXXXXXXXXXX",6708060,17.45
1,"Interlagos","2020-08-26",8,2020,90392673000000,"Closet canto cab Nogueira 236x83,8x83,8","145X345145XXXXXXXXXX",4206000,127.36
2,"Ribeirão Preto","2020-08-08",8,2020,90114510200000,"ARG PORC INT/EXT BCO 20K AXTON","145X3X7714XXXXXXXXXX",14340000,141.11
2,"Ribeirão Preto","2020-08-15",8,2020,14919142144000,"Telefone s/ fio c/ ramal intelbrasTS3112","142256X37XXXXXXXXXXX",14040080,27.69
2,"Ribeirão Preto","2020-08-13",8,2020,14712596200000,"ARG ACIII INT/EXT CINZA 20KG VOT","1426591453XXXXXXXXXX",14020240,8.13
3,"Campinas D. Pedro","2020-08-02",8,2020,14979217100000,"Vaso Sanit P/Cx Vert Eco Plus Br Roca","145X6764XXXXXXXXXXXX",13278171,4.49
4,"Contagem","2019-08-05",8,2019,14629414730000,"Tanque DP Marm sint 105x55 45L Mrr Decor","143679473XXXXXXXXXXX",36415000,28.27
4,"Contagem","2019-08-02",8,2019,14144146146000,"REV BR BOLD INT 32X50 CA22103 M2","23142225XXXXXXXXXXXX",30510270,-7.92
4,"Contagem","2020-08-25",8,2020,90423956000000,"REJ BRANCO 1KG ACRILI AREA UMIDA AXTON","146X9714514XXXXXXXXX",32072240,29.39
4,"Contagem","2020-08-18",8,2020,90345605000000,"SPOT SOB GU10 NORDIC 1L BRANCO INSPIRE","5X7147614XXXXXXXXXXX",30315170,2.74
4,"Contagem","2019-08-15",8,2019,14937321400000,"PISO AC INT 56X56 56045 M2","39433X6XXXXXXXXXXXXX",35540000,210.12
5,"Raposo Tavares","2019-08-16",8,2019,14964197200000,"Box Front Vid Inc 6mm 110x190cm Kit Br","143723793XXXXXXXXXXX",6132330,40.44
5,"Raposo Tavares","2019-08-04",8,2019,14144923130000,"Chuv 4t 220V 7500W Duo Shower-Lorenzetti","1447X3X4XXXXXXXXXXXX",6710240,16.97
5,"Raposo Tavares","2020-08-04",8,2020,14914369640000,"Lubrificante Multiusos Lata 300ml WD-40","7937393XXXXXXXXXXXXX",8370540,7.11
7,"Rio Norte","2019-08-27",8,2019,14624242200000,"Bloco concreto celular 60x30x10cm","3X29954XXXXXXXXXXXXX",25525041,66.99
7,"Rio Norte","2020-08-17",8,2020,90427701000000,"PORC ES AC RET INT 87,7X87,7 YORK SGR M2","145973914XXXXXXXXXXX",26255300,163.27
9,"Curitiba","2020-08-14",8,2020,90546260000000,"PISO AC EXT 50,5X50,5 DUETTO COLLOR M2","143967227XXXXXXXXXXX",81710300,135.05
9,"Curitiba","2019-08-18",8,2019,14929625600000,"ARG PORC E PEDRAS CZ 20KG AXTON","23777145XXXXXXXXXXXX",83050000,7.86
10,"Sao Caetano","2019-08-09",8,2019,14676462200000,"ARG ACI INT CINZA 20KG VOT","54X4243XXXXXXXXXXXXX",9520110,1.86
10,"Sao Caetano","2020-08-06",8,2020,14924721400000,"BLOCO CERÂMICO VEDAÇÃO 14X19X29","54X4634XXXXXXXXXXXXX",3274090,714.43
11,"Rio Barra","2020-08-29",8,2020,14920739100000,"Orquidea Phalaenopsis 2 Hastes Pt12","1452226X9XXXXXXXXXXX",22795006,2.71
13,"Brasilia Sul","2020-08-24",8,2020,14914114743000,"Tap PE 100x140 Belga Bruges Vm/Mf Insp","14142575414XXXXXXXXX",70686820,8.78
13,"Brasilia Sul","2019-08-06",8,2019,14791215300000,"ARG ACIII INT/EXT BCO 20KG VOT","14149472714XXXXXXXXX",71020123,79.04
13,"Brasilia Sul","2020-08-28",8,2020,14977141500000,"MICRO RETÍF 150W+KIT 200PÇS 220V DEXTER4","2214X24XXXXXXXXXXXXX",71065040,27.14
13,"Brasilia Sul","2020-08-12",8,2020,14952145440000,"FELTRO ANTI DESLIZANTE REDONDO PRETO P","145X934X7XXXXXXXXXXX",72715027,1.26
13,"Brasilia Sul","2020-08-29",8,2020,14141550110000,"REV BR BOLD INT 32,1X57 ISABELA PLUS M2","27454X14XXXXXXXXXXXX",71065023,45.63
15,"São José Campos","2019-08-22",8,2019,14716791300000,"Pta toalha linear a/m flex cr-deca","5623X57XXXXXXXXXXXXX",12246260,2.77
15,"São José Campos","2020-08-17",8,2020,14522140730000,"Juncao simples esgoto 100x50mm","643X755XXXXXXXXXXXXX",12200001,4.84
16,"Ricardo Jafet","2020-08-07",8,2020,14741491500000,"Arg porcelanato ext Bco 20kg fort","44399X5XXXXXXXXXXXXX",4103001,211.2
16,"Ricardo Jafet","2019-08-21",8,2019,14901414251000,"REJ PALHA 1KG ACRIL AREA UMIDA PORTOKOL","143726757XXXXXXXXXXX",4103040,6.66
16,"Ricardo Jafet","2020-08-17",8,2020,14979211450000,"Caixa Acopl Eco/Azale/Acess Br 3/6L Roca","43945X7XXXXXXXXXXXXX",6857740,4.41
16,"Ricardo Jafet","2019-08-09",8,2019,14914223200000,"KIT PORTA IMBUIA 210X70 L-ESQ.FECH.INT","6X94625XXXXXXXXXXXXX",9540400,118.33
17,"Bangu","2019-08-28",8,2019,14954059100000,"PORC NAT AC RET INT60X60 GOTHAM WIND M2","146441433XXXXXXXXXXX",21330200,86.37
17,"Bangu","2020-08-01",8,2020,14929620000000,"ARG P/P  INTER CZ 20KG AXTON","1459575X5XXXXXXXXXXX",21831390,5.77
17,"Bangu","2020-08-25",8,2020,90255452000000,"COMPRESSOR CSI 8,5 25L 127V 2HP SCHULZ","14249322XXXXXXXXXXXX",23070120,71.55
19,"Porto Alegre","2020-08-25",8,2020,14932752500000,"Fita crepe 48mmx50m dexter","14237X726XXXXXXXXXXX",90460160,0.49
19,"Porto Alegre","2020-08-29",8,2020,14930774300000,"PORC POL RET INT 62,5X62,5 BIANCO MST M2","14267X252XXXXXXXXXXX",95723000,142.28
20,"BH Sul","2019-08-24",8,2019,14990999500000,"REV BR BOLD INT 32X54 6029 M2","147423314XXXXXXXXXXX",34007690,17.07
33,"Londrina","2019-06-27",6,2019,14929616500000,"ARG ACI CZ 20KG AXTON","1435771493XXXXXXXXXX",86030070,5.01
27,"Sorocaba","2020-06-18",6,2020,14924711460000,"BLOCO CERÂMICO VEDAÇÃO 09X19X19","43329X14XXXXXXXXXXXX",18040800,7.57
27,"Sorocaba","2020-06-18",6,2020,14946445200000,"Placa 4x2 cega c/suporte br Miluz","7527XX4XXXXXXXXXXXXX",6703000,6.460000000000001
27,"Sorocaba","2020-06-18",6,2020,14731140140000,"Elem vaz cer cobogo 21x10x11cm - par","142772XXXXXXXXXXXXXX",18013200,16.23
46,"Tamboré","2019-06-22",6,2019,14924947500000,"BL CONCRETO VEDAÇÃO VAZADO 14X19X39","31457769XXXXXXXXXXXX",6415150,7.59
46,"Tamboré","2019-06-20",6,2019,90251422400000,"Cola P Parede Pó 100g Axton","7X73447XXXXXXXXXXXXX",6509026,6.03
38,"Fortaleza","2020-06-24",6,2020,14914202130000,"ARGAMASSA MULTIUSO ACIII AXTON 15 KG PA","1456747143XXXXXXXXXX",60833241,16.59
38,"Fortaleza","2019-06-18",6,2019,90271499300000,"PISO BR INT 46X46 ARARIPE BG M2","142X23263XXXXXXXXXXX",60130820,6.39
38,"Fortaleza","2020-06-05",6,2020,14912567300000,"Prato cerâmica 3x17cm nat","144267455XXXXXXXXXXX",60761350,4.73
38,"Fortaleza","2020-06-12",6,2020,14921560200000,"REJ MARFIM 1KG CIMENT AREA SECA RMIX","14325X473XXXXXXXXXXX",60175057,0.8500000000000001
11,"Rio Barra","2019-06-07",6,2019,14939522200000,"REV EXT ACET GEOGIAN RED BG 30X39 M2","27441445XXXXXXXXXXXX",21820030,187.83
7,"Rio Norte","2019-06-24",6,2019,14706071450000,"LIXA MADEIR-MASSA 225X275 GRÃO 100 BOSCH","2776273XXXXXXXXXXXXX",21051380,6.69
7,"Rio Norte","2020-06-12",6,2020,14914666300000,"CAIXA D AGUA POLI 1000L FORTLEV","521414775XXXXXXXXXXX",21044120,66.66
7,"Rio Norte","2020-06-13",6,2020,14992141411000,"TRENA A LASER GLM20 BOSCH","6735252XXXXXXXXXXXXX",82515000,60.18
7,"Rio Norte","2020-06-17",6,2020,14793037400000,"Resist Chuv Evolution 220 7500-Lorenzett","4467432XXXXXXXXXXXXX",21050730,12.93
22,"Anhanguera","2020-06-10",6,2020,14793511300000,"PORC ESM AC BOLD INT60X60 MARM BIANCO M2","2351434XXXXXXXXXXXXX",13042820,14.12
22,"Anhanguera","2020-06-10",6,2020,14923924100000,"PORTA FORTLINE PALHETA BRI 210X76 E","24146X2XXXXXXXXXXXXX",13030290,77.66
22,"Anhanguera","2020-06-23",6,2020,14614711476000,"ARG ACII INT/EXT CINZA 20KG VOT","62614535XXXXXXXXXXXX",13034050,2.65
1,"Interlagos","2019-06-23",6,2019,14914661400000,"Tapa Furo Adesivo Branco TX c/50unid","77297X7XXXXXXXXXXXXX",4671071,3.9
1,"Interlagos","2020-06-16",6,2020,14991425500000,"Regi esfera roscavel 20mm ou 1/2-equat","5341464XXXXXXXXXXXXX",4446160,1.97
24,"Lar Center","2020-06-07",6,2020,14949142900000,"PIS VIN WOOD NTRL WOOD 15,2X91,4 AUT M2","14557X9X4XXXXXXXXXXX",1006000,73.39
39,"São José","2020-06-18",6,2020,14930774300000,"PORC POL RET INT 62,5X62,5 BIANCO MST M2","144914752XXXXXXXXXXX",88132770,11.31
39,"São José","2020-06-16",6,2020,90553554000000,"PORC PO RET INT 62,5X62,5 MARFIL M2","145637X75XXXXXXXXXXX",88113800,10.28
29,"Uberlandia","2020-06-19",6,2020,14975014220000,"Chapa de Drywall VERDE 1,20x1,80","6674262XXXXXXXXXXXXX",38400618,101.85
10,"Sao Caetano","2020-06-11",6,2020,14975124200000,"Tubo exte univ porca PP cr-equation","4XX4955XXXXXXXXXXXXX",9121430,5.3
10,"Sao Caetano","2020-06-20",6,2020,14933263500000,"ESCOVA MANUAL ACO 3 FIL CABO PLAS C/RASP","14X73414147XXXXXXXXX",2371010,4.74
44,"Campo Grande","2020-06-24",6,2020,14141550110000,"REV BR BOLD INT 32,1X57 ISABELA PLUS M2","77694144XXXXXXXXXXXX",79100510,14.95
16,"Ricardo Jafet","2020-06-24",6,2020,14795032400000,"MAXIM AR 1S L.MAGNUM C/G 60X60 BCO","14567263XXXXXXXXXXXX",4157040,42.99
45,"São Bernardo","2019-06-05",6,2019,14676462200000,"ARG ACI INT CINZA 20KG VOT","144146772XXXXXXXXXXX",9732170,0.12
45,"São Bernardo","2019-06-27",6,2019,14936149440000,"CIMENTO CPII 32 TODAS AS OBRA 50KG VOT","143592677XXXXXXXXXXX",9896150,2.03
45,"São Bernardo","2019-06-07",6,2019,14790970300000,"Acab pq polo 4916c33-deca","54231433XXXXXXXXXXXX",9182480,54.48
45,"São Bernardo","2020-06-01",6,2020,14936149440000,"CIMENTO CPII 32 TODAS AS OBRA 50KG VOT","1444145397XXXXXXXXXX",9791305,1.59
32,"São Leopoldo","2019-06-20",6,2019,14929616500000,"ARG ACI CZ 20KG AXTON","2X7514X7XXXXXXXXXXXX",93052120,7.93
41,"Anália Franco","2020-06-21",6,2020,14775103400000,"Saboneteira flex arthi","5625546XXXXXXXXXXXXX",3421000,0.67
5,"Raposo Tavares","2020-06-09",6,2020,90401439500000,"REV AC RET INT 61X61 61042 M2","231461496XXXXXXXXXXX",4101000,8.96
5,"Raposo Tavares","2020-06-14",6,2020,14962760100000,"PORC ESM AC RET INT 58X58 PROJECT NEV M2","614614X76XXXXXXXXXXX",6787590,-1.14
5,"Raposo Tavares","2020-06-13",6,2020,14947971200000,"MANTA LISA DURAFLOOR M2","5953654XXXXXXXXXXXXX",6755175,1.53
5,"Raposo Tavares","2019-06-28",6,2019,14972414730000,"PISO AC BOLD EXT 25X25 79607 M2","44714314XXXXXXXXXXXX",6900000,2.2
2,"Ribeirão Preto","2020-06-12",6,2020,90423711000000,"REJ CINZA PLA 4KG CIMENT AREA SECA AXTON","145X37457XXXXXXXXXXX",14060790,-9.89
2,"Ribeirão Preto","2019-06-27",6,2019,14914961630000,"PORC ESM PO RET INT 84X84 SIRIUS GRAY M2","57226X7XXXXXXXXXXXXX",14110000,185.42
2,"Ribeirão Preto","2020-06-17",6,2020,14942124100000,"AREIA MEDIA LAVADA 20KG","143X97X67XXXXXXXXXXX",14021520,1.5899999999999999
2,"Ribeirão Preto","2020-06-11",6,2020,90325963000000,"PL 4x4 6MOD DIST C/SUP BP INOVAPROCLASS","1431474X9XXXXXXXXXXX",14098358,1.54
3,"Campinas D. Pedro","2019-06-24",6,2019,14951449920000,"Gabinete Coz Spring 1,20 Venezia","143565347XXXXXXXXXXX",7914060,97.31
58,"Marginal Tietê 2","2019-06-10",6,2019,14763541500000,"Rodape poli 457 frisado bco 240x10cm","1427X7576XXXXXXXXXXX",7916040,318.3
58,"Marginal Tietê 2","2019-06-08",6,2019,14936149440000,"CIMENTO CPII 32 TODAS AS OBRA 50KG VOT","146149336XXXXXXXXXXX",5019000,38.66
58,"Marginal Tietê 2","2020-06-24",6,2020,14936149440000,"CIMENTO CPII 32 TODAS AS OBRA 50KG VOT","1456747142XXXXXXXXXX",2845000,12.72
58,"Marginal Tietê 2","2020-06-02",6,2020,14914467010000,"Lixa Madeira Grão 80 230X280 MP","47X722XXXXXXXXXXXXXX",4083001,1.27
58,"Marginal Tietê 2","2019-06-19",6,2019,14591419450000,"CAL HIDRATADA CONSTRUÇÃO CIVIL 20KG VOT","14664923XXXXXXXXXXXX",5202190,4.61
15,"São José Campos","2020-06-27",6,2020,14999401460000,"PISO BR INT 54X54 CA14070 M2","99X765XXXXXXXXXXXXXX",12227180,55.02
15,"São José Campos","2020-06-09",6,2020,14931000400000,"CIMENTO CP II E 32 50KG TUPI","49X73214XXXXXXXXXXXX",12232000,13.09
15,"São José Campos","2019-06-18",6,2019,14676462200000,"ARG ACI INT CINZA 20KG VOT","391422914XXXXXXXXXXX",12232630,11.47
15,"São José Campos","2019-06-06",6,2019,14614141141600,"Acril fo novacor parede 18l camurca","143543X59XXXXXXXXXXX",12229260,66.36
15,"São José Campos","2020-06-12",6,2020,90713252000000,"PISO BR INT 58X58 VPC58026 M2","21449375XXXXXXXXXXXX",12248634,36.61
15,"São José Campos","2020-06-26",6,2020,14913142940000,"LP OSB APA PLUS 11,1X1200X2400mm","414514924XXXXXXXXXXX",12239054,14.76
57,"Vitoria","2020-07-28",7,2020,14945979000000,"Vaso Sanit P/Cx Vert Porto Br Luzarte","145923793XXXXXXXXXXX",29178270,21.1
17,"Bangu","2020-07-17",7,2020,14779637300000,"PISO BR INT 43X43 PR 4334 M2","145747373XXXXXXXXXXX",21725010,19.78
49,"Natal","2019-07-22",7,2019,14945979000000,"Vaso Sanit P/Cx Vert Porto Br Luzarte","142X92753XXXXXXXXXXX",59073350,10.69
20,"BH Sul","2020-07-20",7,2020,14914453430000,"CORDAO ESTILO N°24 2,40M","145695327XXXXXXXXXXX",30310200,-6.73
20,"BH Sul","2020-07-26",7,2020,90713231000000,"PISO AC EXT 58X58 VPC58016 M2","29147357XXXXXXXXXXXX",30350010,118.44
20,"BH Sul","2020-07-06",7,2020,14914706130000,"PORC ES AC RET INT58,5X58,5 CABRE M2 ART","414X76149XXXXXXXXXXX",34000000,43.86
20,"BH Sul","2020-08-07",8,2020,14957149650000,"Gabinete Coz Assis 0,95cm Pt","14574714X14XXXXXXXXX",34009018,-9.84
21,"Niteroi","2020-08-15",8,2020,14619550100000,"Pilha alcalina pequena aa4 c/4 eveready","6649147XXXXXXXXXXXXX",24230230,0.16
22,"Anhanguera","2019-08-01",8,2019,14937107200000,"PORC POL RET INT 61X61 VAL P62063 M2ART","3799647XXXXXXXXXXXXX",13050551,19.22
